location,date,am.weather,pm.weather,growth_stage,plotid,block,treatment,row,sample,am.absent,am.partial,am.predators,pm.absent,pm.partial,pm.predators,to.predated,n.predated,d.predated
VT,8/19/2022,18.89,na,R3,402,4,1,6,319,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,402,4,1,6,320,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,402,4,1,6,321,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,402,4,1,11,322,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,402,4,1,11,323,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,402,4,1,11,324,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,403,4,3,6,325,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,403,4,3,6,326,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,403,4,3,6,327,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,403,4,3,11,328,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,403,4,3,11,329,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,403,4,3,11,330,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,404,4,4,6,331,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,404,4,4,6,332,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,404,4,4,6,333,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,404,4,4,11,334,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,404,4,4,11,335,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,404,4,4,11,336,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,501,5,4,6,337,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,501,5,4,6,338,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,501,5,4,6,339,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,501,5,4,11,340,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,501,5,4,11,341,1,na,slug,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,501,5,4,11,342,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,502,5,3,6,343,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,502,5,3,6,344,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,502,5,3,6,345,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,502,5,3,11,346,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,502,5,3,11,347,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,502,5,3,11,348,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,503,5,2,6,349,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,503,5,2,6,350,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,503,5,2,6,351,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,503,5,2,11,352,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,503,5,2,11,353,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,503,5,2,11,354,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,504,5,1,6,355,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,504,5,1,6,356,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,504,5,1,6,357,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,504,5,1,11,358,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,504,5,1,11,359,1,na,na,na,na,na,1,0,1
VT,8/19/2022,18.89,na,R3,504,5,1,11,360,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,101,1,1,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,101,1,1,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,101,1,1,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,101,1,1,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,101,1,1,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,101,1,1,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,102,1,2,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,102,1,2,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,102,1,2,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,102,1,2,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,102,1,2,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,102,1,2,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,103,1,3,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,103,1,3,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,103,1,3,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,103,1,3,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,103,1,3,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,103,1,3,11,6,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,104,1,4,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,104,1,4,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,104,1,4,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,104,1,4,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,104,1,4,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,104,1,4,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,201,2,4,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,201,2,4,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,201,2,4,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,201,2,4,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,201,2,4,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,201,2,4,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,202,2,3,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,202,2,3,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,202,2,3,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,202,2,3,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,202,2,3,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,202,2,3,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,203,2,1,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,203,2,1,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,203,2,1,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,203,2,1,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,203,2,1,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,203,2,1,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,204,2,2,6,1,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,204,2,2,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,204,2,2,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,204,2,2,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,204,2,2,11,5,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,204,2,2,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,301,3,3,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,301,3,3,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,301,3,3,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,301,3,3,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,301,3,3,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,301,3,3,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,302,3,4,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,302,3,4,6,2,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,302,3,4,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,302,3,4,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,302,3,4,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,302,3,4,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,303,3,2,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,303,3,2,6,2,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,303,3,2,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,303,3,2,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,303,3,2,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,303,3,2,11,6,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,304,3,1,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,304,3,1,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,304,3,1,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,304,3,1,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,304,3,1,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,304,3,1,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,401,4,1,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,401,4,1,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,401,4,1,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,401,4,1,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,401,4,1,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,401,4,1,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,402,4,2,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,402,4,2,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,402,4,2,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,402,4,2,11,4,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,402,4,2,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,402,4,2,11,6,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,403,4,4,6,1,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,403,4,4,6,2,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,403,4,4,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,403,4,4,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,403,4,4,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,403,4,4,11,6,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,404,4,3,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,404,4,3,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,404,4,3,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,404,4,3,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,404,4,3,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,404,4,3,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,501,5,2,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,501,5,2,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,501,5,2,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,501,5,2,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,501,5,2,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,501,5,2,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,502,5,3,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,502,5,3,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,502,5,3,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,502,5,3,11,4,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,502,5,3,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,502,5,3,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,503,5,1,6,1,0,1,fire ants,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,503,5,1,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,503,5,1,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,503,5,1,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,503,5,1,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,503,5,1,11,6,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,504,5,4,6,1,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,504,5,4,6,2,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,504,5,4,6,3,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,504,5,4,11,4,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,504,5,4,11,5,1,na,na,na,na,na,1,0,1
TX,5/3/2022,23.8,32.2,V3,504,5,4,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,101,1,1,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,101,1,1,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,101,1,1,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,101,1,1,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,101,1,1,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,101,1,1,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,102,1,2,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,102,1,2,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,102,1,2,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,102,1,2,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,102,1,2,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,102,1,2,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,103,1,3,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,103,1,3,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,103,1,3,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,103,1,3,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,103,1,3,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,103,1,3,11,6,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,104,1,4,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,104,1,4,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,104,1,4,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,104,1,4,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,104,1,4,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,104,1,4,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,201,2,4,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,201,2,4,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,201,2,4,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,201,2,4,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,201,2,4,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,201,2,4,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,202,2,3,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,202,2,3,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,202,2,3,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,202,2,3,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,202,2,3,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,202,2,3,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,203,2,1,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,203,2,1,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,203,2,1,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,203,2,1,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,203,2,1,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,203,2,1,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,204,2,2,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,204,2,2,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,204,2,2,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,204,2,2,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,204,2,2,11,5,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,204,2,2,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,301,3,3,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,301,3,3,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,301,3,3,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,301,3,3,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,301,3,3,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,301,3,3,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,302,3,4,6,1,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,302,3,4,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,302,3,4,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,302,3,4,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,302,3,4,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,302,3,4,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,303,3,2,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,303,3,2,6,2,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,303,3,2,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,303,3,2,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,303,3,2,11,5,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,303,3,2,11,6,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,304,3,1,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,304,3,1,6,2,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,304,3,1,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,304,3,1,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,304,3,1,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,304,3,1,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,401,4,1,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,401,4,1,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,401,4,1,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,401,4,1,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,401,4,1,11,5,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,401,4,1,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,402,4,2,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,402,4,2,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,402,4,2,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,402,4,2,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,402,4,2,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,402,4,2,11,6,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,403,4,4,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,403,4,4,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,403,4,4,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,403,4,4,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,403,4,4,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,403,4,4,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,404,4,3,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,404,4,3,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,404,4,3,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,404,4,3,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,404,4,3,11,5,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,404,4,3,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,501,5,2,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,501,5,2,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,501,5,2,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,501,5,2,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,501,5,2,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,501,5,2,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,502,5,3,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,502,5,3,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,502,5,3,6,3,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,502,5,3,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,502,5,3,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,502,5,3,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,503,5,1,6,1,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,503,5,1,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,503,5,1,6,3,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,503,5,1,11,4,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,503,5,1,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,503,5,1,11,6,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,504,5,4,6,1,0,1,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,504,5,4,6,2,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,504,5,4,6,3,1,na,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,504,5,4,11,4,1,na,fire ants,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,504,5,4,11,5,1,na,na,na,na,na,1,0,1
TX,5/19/2022,23.8,33.3,V5,504,5,4,11,6,0,1,fire ants,na,na,na,1,0,1
TX,7/1/2022,25.6,33.3,R3,101,1,1,6,1,1,0,na,na,na,na,1,0,1
