location,date,n.weather,d.weather,growth_stage,plot_id,rep.block,treatment,row,sample,n.absent,n.partial,n.predated,d.absent,d.partial,d.predated,to.predated
IL,6/9/2021,26,28,V5,301,3,3,11,917,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,301,3,3,11,918,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,302,3,1,6,919,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,302,3,1,6,920,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,302,3,1,6,921,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,302,3,1,11,922,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,302,3,1,11,923,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,302,3,1,11,924,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,303,3,4,6,925,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,303,3,4,6,926,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,303,3,4,6,927,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,303,3,4,11,928,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,303,3,4,11,929,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,303,3,4,11,930,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,304,3,2,6,931,0,0,0,0,0,0,0
IL,6/9/2021,26,28,V5,304,3,2,6,932,0,0,0,0,0,0,0
IL,6/9/2021,26,28,V5,304,3,2,6,933,0,0,0,0,0,0,0
IL,6/9/2021,26,28,V5,304,3,2,11,934,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,304,3,2,11,935,0,1,1,0,1,na,1
IL,6/9/2021,26,28,V5,304,3,2,11,936,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,401,4,2,6,937,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,401,4,2,6,938,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,401,4,2,6,939,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,401,4,2,11,940,0,1,1,0,1,na,1
IL,6/9/2021,26,28,V5,401,4,2,11,941,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,401,4,2,11,942,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,402,4,4,6,943,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,402,4,4,6,944,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,402,4,4,6,945,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,402,4,4,11,946,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,402,4,4,11,947,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,402,4,4,11,948,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,403,4,1,6,949,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,403,4,1,6,950,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,403,4,1,6,951,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,403,4,1,11,952,0,0,0,0,1,1,1
IL,6/9/2021,26,28,V5,403,4,1,11,953,0,1,1,0,1,na,1
IL,6/9/2021,26,28,V5,403,4,1,11,954,0,0,0,0,1,1,1
IL,6/9/2021,26,28,V5,404,4,3,6,955,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,404,4,3,6,956,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,404,4,3,6,957,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,404,4,3,11,958,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,404,4,3,11,959,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,404,4,3,11,960,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,501,5,1,6,961,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,501,5,1,6,962,0,0,0,0,0,0,0
IL,6/9/2021,26,28,V5,501,5,1,6,963,0,0,0,0,1,1,1
IL,6/9/2021,26,28,V5,501,5,1,11,964,0,0,0,0,0,0,0
IL,6/9/2021,26,28,V5,501,5,1,11,965,0,1,1,0,1,na,1
IL,6/9/2021,26,28,V5,501,5,1,11,966,0,0,0,0,0,0,0
IL,6/9/2021,26,28,V5,502,5,2,6,967,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,502,5,2,6,968,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,502,5,2,6,969,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,502,5,2,11,970,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,502,5,2,11,971,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,502,5,2,11,972,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,503,5,3,6,973,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,503,5,3,6,974,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,503,5,3,6,975,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,503,5,3,11,976,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,503,5,3,11,977,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,503,5,3,11,978,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,504,5,4,6,979,0,0,0,0,1,1,1
IL,6/9/2021,26,28,V5,504,5,4,6,980,0,0,0,0,0,0,0
IL,6/9/2021,26,28,V5,504,5,4,6,981,0,0,0,0,1,1,1
IL,6/9/2021,26,28,V5,504,5,4,11,982,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,504,5,4,11,983,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,504,5,4,11,984,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,601,6,4,6,985,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,601,6,4,6,986,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,601,6,4,6,987,0,0,0,0,1,1,1
IL,6/9/2021,26,28,V5,601,6,4,11,988,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,601,6,4,11,989,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,601,6,4,11,990,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,602,6,3,6,991,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,602,6,3,6,992,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,602,6,3,6,993,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,602,6,3,11,994,0,0,0,0,1,1,1
IL,6/9/2021,26,28,V5,602,6,3,11,995,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,602,6,3,11,996,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,603,6,2,6,997,0,1,1,0,1,na,1
IL,6/9/2021,26,28,V5,603,6,2,6,998,0,0,0,0,0,0,0
IL,6/9/2021,26,28,V5,603,6,2,6,999,0,0,0,0,1,1,1
IL,6/9/2021,26,28,V5,603,6,2,11,1000,0,1,1,0,1,na,1
IL,6/9/2021,26,28,V5,603,6,2,11,1001,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,603,6,2,11,1002,0,0,0,0,0,0,0
IL,6/9/2021,26,28,V5,604,6,1,6,1003,0,1,1,0,1,na,1
IL,6/9/2021,26,28,V5,604,6,1,6,1004,0,0,0,1,1,1,1
IL,6/9/2021,26,28,V5,604,6,1,6,1005,0,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,604,6,1,11,1006,1,1,1,1,1,na,1
IL,6/9/2021,26,28,V5,604,6,1,11,1007,0,0,0,0,0,0,0
IL,6/9/2021,26,28,V5,604,6,1,11,1008,0,1,1,0,1,na,1
IL,8/19/2021,23,na,R3,101,1,4,6,1009,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,101,1,4,6,1010,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,101,1,4,6,1011,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,101,1,4,11,1012,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,101,1,4,11,1013,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,101,1,4,11,1014,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,102,1,3,6,1015,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,102,1,3,6,1016,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,102,1,3,6,1017,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,102,1,3,11,1018,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,102,1,3,11,1019,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,102,1,3,11,1020,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,103,1,1,6,1021,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,103,1,1,6,1022,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,103,1,1,6,1023,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,103,1,1,11,1024,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,103,1,1,11,1025,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,103,1,1,11,1026,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,104,1,2,6,1027,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,104,1,2,6,1028,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,104,1,2,6,1029,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,104,1,2,11,1030,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,104,1,2,11,1031,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,104,1,2,11,1032,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,201,2,1,6,1033,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,201,2,1,6,1034,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,201,2,1,6,1035,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,201,2,1,11,1036,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,201,2,1,11,1037,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,201,2,1,11,1038,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,202,2,4,6,1039,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,202,2,4,6,1040,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,202,2,4,6,1041,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,202,2,4,11,1042,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,202,2,4,11,1043,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,202,2,4,11,1044,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,203,2,2,6,1045,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,203,2,2,6,1046,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,203,2,2,6,1047,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,203,2,2,11,1048,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,203,2,2,11,1049,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,203,2,2,11,1050,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,204,2,3,6,1051,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,204,2,3,6,1052,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,204,2,3,6,1053,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,204,2,3,11,1054,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,204,2,3,11,1055,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,204,2,3,11,1056,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,301,3,3,6,1057,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,301,3,3,6,1058,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,301,3,3,6,1059,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,301,3,3,11,1060,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,301,3,3,11,1061,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,301,3,3,11,1062,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,302,3,1,6,1063,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,302,3,1,6,1064,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,302,3,1,6,1065,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,302,3,1,11,1066,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,302,3,1,11,1067,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,302,3,1,11,1068,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,303,3,4,6,1069,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,303,3,4,6,1070,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,303,3,4,6,1071,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,303,3,4,11,1072,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,303,3,4,11,1073,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,303,3,4,11,1074,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,304,3,2,6,1075,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,304,3,2,6,1076,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,304,3,2,6,1077,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,304,3,2,11,1078,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,304,3,2,11,1079,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,304,3,2,11,1080,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,401,4,2,6,1081,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,401,4,2,6,1082,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,401,4,2,6,1083,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,401,4,2,11,1084,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,401,4,2,11,1085,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,401,4,2,11,1086,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,402,4,4,6,1087,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,402,4,4,6,1088,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,402,4,4,6,1089,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,402,4,4,11,1090,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,402,4,4,11,1091,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,402,4,4,11,1092,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,403,4,1,6,1093,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,403,4,1,6,1094,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,403,4,1,6,1095,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,403,4,1,11,1096,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,403,4,1,11,1097,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,403,4,1,11,1098,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,404,4,3,6,1099,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,404,4,3,6,1100,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,404,4,3,6,1101,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,404,4,3,11,1102,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,404,4,3,11,1103,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,404,4,3,11,1104,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,501,5,1,6,1105,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,501,5,1,6,1106,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,501,5,1,6,1107,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,501,5,1,11,1108,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,501,5,1,11,1109,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,501,5,1,11,1110,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,502,5,2,6,1111,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,502,5,2,6,1112,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,502,5,2,6,1113,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,502,5,2,11,1114,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,502,5,2,11,1115,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,502,5,2,11,1116,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,503,5,3,6,1117,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,503,5,3,6,1118,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,503,5,3,6,1119,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,503,5,3,11,1120,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,503,5,3,11,1121,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,503,5,3,11,1122,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,504,5,4,6,1123,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,504,5,4,6,1124,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,504,5,4,6,1125,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,504,5,4,11,1126,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,504,5,4,11,1127,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,504,5,4,11,1128,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,601,6,4,6,1129,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,601,6,4,6,1130,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,601,6,4,6,1131,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,601,6,4,11,1132,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,601,6,4,11,1133,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,601,6,4,11,1134,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,602,6,3,6,1135,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,602,6,3,6,1136,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,602,6,3,6,1137,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,602,6,3,11,1138,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,602,6,3,11,1139,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,602,6,3,11,1140,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,603,6,2,6,1141,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,603,6,2,6,1142,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,603,6,2,6,1143,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,603,6,2,11,1144,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,603,6,2,11,1145,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,603,6,2,11,1146,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,604,6,1,6,1147,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,604,6,1,6,1148,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,604,6,1,6,1149,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,604,6,1,11,1150,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,604,6,1,11,1151,1,1,1,1,1,na,1
IL,8/19/2021,23,na,R3,604,6,1,11,1152,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,101,1,4,6,1153,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,101,1,4,6,1154,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,101,1,4,6,1155,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,101,1,4,11,1156,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,101,1,4,11,1157,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,101,1,4,11,1158,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,102,1,3,6,1159,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,102,1,3,6,1160,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,102,1,3,6,1161,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,102,1,3,11,1162,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,102,1,3,11,1163,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,102,1,3,11,1164,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,103,1,2,6,1165,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,103,1,2,6,1166,0,0,0,0,0,0,0
IA,6/2/2021,16.7,23.9,V3,103,1,2,6,1167,0,1,1,0,1,na,1
IA,6/2/2021,16.7,23.9,V3,103,1,2,11,1168,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,103,1,2,11,1169,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,103,1,2,11,1170,1,0,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,104,1,1,6,1171,0,0,0,0,0,0,0
IA,6/2/2021,16.7,23.9,V3,104,1,1,6,1172,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,104,1,1,6,1173,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,104,1,1,11,1174,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,104,1,1,11,1175,0,0,0,0,1,1,1
IA,6/2/2021,16.7,23.9,V3,104,1,1,11,1176,0,0,0,0,1,1,1
IA,6/2/2021,16.7,23.9,V3,201,2,2,6,1177,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,201,2,2,6,1178,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,201,2,2,6,1179,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,201,2,2,11,1180,0,0,0,1,1,1,1
IA,6/2/2021,16.7,23.9,V3,201,2,2,11,1181,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,201,2,2,11,1182,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,202,2,1,6,1183,0,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,202,2,1,6,1184,0,0,0,0,0,0,0
IA,6/2/2021,16.7,23.9,V3,202,2,1,6,1185,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,202,2,1,11,1186,0,0,0,1,1,1,1
IA,6/2/2021,16.7,23.9,V3,202,2,1,11,1187,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,202,2,1,11,1188,0,0,0,0,0,0,0
IA,6/2/2021,16.7,23.9,V3,203,2,3,6,1189,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,203,2,3,6,1190,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,203,2,3,6,1191,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,203,2,3,11,1192,0,0,0,1,1,1,1
IA,6/2/2021,16.7,23.9,V3,203,2,3,11,1193,0,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,203,2,3,11,1194,0,0,0,1,1,1,1
IA,6/2/2021,16.7,23.9,V3,204,2,4,6,1195,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,204,2,4,6,1196,0,0,0,1,1,1,1
IA,6/2/2021,16.7,23.9,V3,204,2,4,6,1197,0,1,1,0,1,na,1
IA,6/2/2021,16.7,23.9,V3,204,2,4,11,1198,0,1,1,0,1,na,1
IA,6/2/2021,16.7,23.9,V3,204,2,4,11,1199,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,204,2,4,11,1200,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,301,3,1,6,1201,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,301,3,1,6,1202,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,301,3,1,6,1203,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,301,3,1,11,1204,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,301,3,1,11,1205,0,0,0,0,0,0,0
IA,6/2/2021,16.7,23.9,V3,301,3,1,11,1206,0,0,0,1,1,1,1
IA,6/2/2021,16.7,23.9,V3,302,3,4,6,1207,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,302,3,4,6,1208,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,302,3,4,6,1209,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,302,3,4,11,1210,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,302,3,4,11,1211,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,302,3,4,11,1212,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,303,3,2,6,1213,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,303,3,2,6,1214,0,0,0,0,1,1,1
IA,6/2/2021,16.7,23.9,V3,303,3,2,6,1215,0,0,0,1,1,1,1
IA,6/2/2021,16.7,23.9,V3,303,3,2,11,1216,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,303,3,2,11,1217,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,303,3,2,11,1218,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,304,3,3,6,1219,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,304,3,3,6,1220,0,0,0,0,0,0,0
IA,6/2/2021,16.7,23.9,V3,304,3,3,6,1221,0,0,0,1,1,1,1
IA,6/2/2021,16.7,23.9,V3,304,3,3,11,1222,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,304,3,3,11,1223,0,1,1,0,1,na,1
IA,6/2/2021,16.7,23.9,V3,304,3,3,11,1224,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,401,4,3,6,1225,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,401,4,3,6,1226,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,401,4,3,6,1227,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,401,4,3,11,1228,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,401,4,3,11,1229,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,401,4,3,11,1230,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,402,4,2,6,1231,0,0,0,0,0,0,0
IA,6/2/2021,16.7,23.9,V3,402,4,2,6,1232,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,402,4,2,6,1233,0,1,1,0,1,na,1
IA,6/2/2021,16.7,23.9,V3,402,4,2,11,1234,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,402,4,2,11,1235,0,0,0,1,1,1,1
IA,6/2/2021,16.7,23.9,V3,402,4,2,11,1236,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,403,4,4,6,1237,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,403,4,4,6,1238,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,403,4,4,6,1239,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,403,4,4,11,1240,1,1,1,1,1,na,1
IA,6/2/2021,16.7,23.9,V3,403,4,4,11,1241,1,1,1,1,1,na,1
