location,date,am.weather,pm.weather,growth_stage,plotid,block,treatmetn,row,sample,am.absent,am.partial,am.predators,pm.absent,pm.partial,pm.predators
IL,8/16/2023,18.33,na,R3,501,5,1,6,3,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,501,5,1,11,4,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,501,5,1,11,5,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,501,5,1,11,6,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,502,5,3,6,1,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,502,5,3,6,2,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,502,5,3,6,3,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,502,5,3,11,4,0,1,na,na,na,na
IL,8/16/2023,18.33,na,R3,502,5,3,11,5,0,1,na,na,na,na
IL,8/16/2023,18.33,na,R3,502,5,3,11,6,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,503,5,4,6,1,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,503,5,4,6,2,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,503,5,4,6,3,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,503,5,4,11,4,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,503,5,4,11,5,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,503,5,4,11,6,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,504,5,2,6,1,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,504,5,2,6,2,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,504,5,2,6,3,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,504,5,2,11,4,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,504,5,2,11,5,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,504,5,2,11,6,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,601,6,4,6,1,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,601,6,4,6,2,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,601,6,4,6,3,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,601,6,4,11,4,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,601,6,4,11,5,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,601,6,4,11,6,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,602,6,3,6,1,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,602,6,3,6,2,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,602,6,3,6,3,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,602,6,3,11,4,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,602,6,3,11,5,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,602,6,3,11,6,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,603,6,2,6,1,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,603,6,2,6,2,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,603,6,2,6,3,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,603,6,2,11,4,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,603,6,2,11,5,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,603,6,2,11,6,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,604,6,1,6,1,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,604,6,1,6,2,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,604,6,1,6,3,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,604,6,1,11,4,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,604,6,1,11,5,1,na,na,na,na,na
IL,8/16/2023,18.33,na,R3,604,6,1,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,101,1,1,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,101,1,1,6,2,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,101,1,1,6,3,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,101,1,1,11,4,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,101,1,1,11,5,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,101,1,1,11,6,0,0,na,0,1,ants
OH,9/7/2023,68,76,R3,201,2,4,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,201,2,4,6,2,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,201,2,4,6,3,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,201,2,4,11,4,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,201,2,4,11,5,0,0,na,0,1,na
OH,9/7/2023,68,76,R3,201,2,4,11,6,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,301,3,3,6,1,na,na,na,0,0,na
OH,9/7/2023,68,76,R3,301,3,3,6,2,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,301,3,3,6,3,0,0,na,0,1,na
OH,9/7/2023,68,76,R3,301,3,3,11,4,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,301,3,3,11,5,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,301,3,3,11,6,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,401,4,1,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,401,4,1,6,2,0,0,na,0,0,ants
OH,9/7/2023,68,76,R3,401,4,1,6,3,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,401,4,1,11,4,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,401,4,1,11,5,0,0,na,0,0,spider
OH,9/7/2023,68,76,R3,401,4,1,11,6,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,501,5,2,6,1,0,0,ants,1,na,na
OH,9/7/2023,68,76,R3,501,5,2,6,2,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,501,5,2,6,3,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,501,5,2,11,4,0,0,ants,0,0,na
OH,9/7/2023,68,76,R3,501,5,2,11,5,0,0,na,0,1,spider
OH,9/7/2023,68,76,R3,501,5,2,11,6,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,102,1,2,6,1,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,102,1,2,6,2,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,102,1,2,6,3,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,102,1,2,11,4,0,1,wolf spider,na,na,na
OH,9/7/2023,68,76,R3,102,1,2,11,5,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,102,1,2,11,6,0,0,ants,1,na,na
OH,9/7/2023,68,76,R3,202,2,3,6,1,0,0,ants,0,0,na
OH,9/7/2023,68,76,R3,202,2,3,6,2,0,1,slug,na,na,na
OH,9/7/2023,68,76,R3,202,2,3,6,3,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,202,2,3,11,4,0,0,slug,0,0,na
OH,9/7/2023,68,76,R3,202,2,3,11,5,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,202,2,3,11,6,0,0,na,0,1,spider
OH,9/7/2023,68,76,R3,302,3,2,6,1,1,na,ground beetles,na,na,na
OH,9/7/2023,68,76,R3,302,3,2,6,2,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,302,3,2,6,3,0,0,ground beetle,1,na,na
OH,9/7/2023,68,76,R3,302,3,2,11,4,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,302,3,2,11,5,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,302,3,2,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,402,4,2,6,1,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,402,4,2,6,2,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,402,4,2,6,3,0,0,na,0,1,ants
OH,9/7/2023,68,76,R3,402,4,2,11,4,0,0,na,0,1,slug
OH,9/7/2023,68,76,R3,402,4,2,11,5,0,1,ground beetle,na,na,na
OH,9/7/2023,68,76,R3,402,4,2,11,6,0,12,na,na,na,na
OH,9/7/2023,68,76,R3,502,5,3,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,502,5,3,6,2,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,502,5,3,6,3,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,502,5,3,11,4,0,0,na,1,na,na
OH,9/7/2023,68,76,R3,502,5,3,11,5,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,502,5,3,11,6,0,1,slug,na,na,na
OH,9/7/2023,68,76,R3,103,1,3,6,1,0,1,spider,na,na,na
OH,9/7/2023,68,76,R3,103,1,3,6,2,0,M,na,na,na,na
OH,9/7/2023,68,76,R3,103,1,3,6,3,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,103,1,3,11,4,0,0,na,0,0,slug
OH,9/7/2023,68,76,R3,103,1,3,11,5,0,0,ants,0,0,na
OH,9/7/2023,68,76,R3,103,1,3,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,203,2,1,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,203,2,1,6,2,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,203,2,1,6,3,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,203,2,1,11,4,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,203,2,1,11,5,0,0,ants,0,1,na
OH,9/7/2023,68,76,R3,203,2,1,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,303,3,2,6,1,0,0,na,1,na,na
OH,9/7/2023,68,76,R3,303,3,2,6,2,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,303,3,2,6,3,0,na,na,0,1,spider
OH,9/7/2023,68,76,R3,303,3,2,11,4,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,303,3,2,11,5,0,0,na,0,1,ants
OH,9/7/2023,68,76,R3,303,3,2,11,6,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,403,4,4,6,1,0,0,ants,0,0,na
OH,9/7/2023,68,76,R3,403,4,4,6,2,0,0,na,0,1,spider
OH,9/7/2023,68,76,R3,403,4,4,6,3,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,403,4,4,11,4,0,0,ground beetle,0,0,na
OH,9/7/2023,68,76,R3,403,4,4,11,5,0,0,ants,0,0,na
OH,9/7/2023,68,76,R3,403,4,4,11,6,0,0,na,0,1,ants
OH,9/7/2023,68,76,R3,503,5,1,6,1,0,1,ground beetle,na,na,na
OH,9/7/2023,68,76,R3,503,5,1,6,2,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,503,5,1,6,3,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,503,5,1,11,4,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,503,5,1,11,5,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,503,5,1,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,104,1,4,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,104,1,4,6,2,0,M,na,na,na,na
OH,9/7/2023,68,76,R3,104,1,4,6,3,0,0,na,0,1,ground beetle
OH,9/7/2023,68,76,R3,104,1,4,11,4,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,104,1,4,11,5,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,104,1,4,11,6,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,204,2,2,6,1,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,204,2,2,6,2,0,0,ants,0,0,na
OH,9/7/2023,68,76,R3,204,2,2,6,3,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,204,2,2,11,4,0,0,na,0,1,ants
OH,9/7/2023,68,76,R3,204,2,2,11,5,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,204,2,2,11,6,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,304,3,1,6,1,0,0,ground beetles,0,0,na
OH,9/7/2023,68,76,R3,304,3,1,6,2,0,0,na,0,1,spider
OH,9/7/2023,68,76,R3,304,3,1,6,3,0,0,wolf spider,0,1,ground beetle
OH,9/7/2023,68,76,R3,304,3,1,11,4,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,304,3,1,11,5,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,304,3,1,11,6,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,404,4,3,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,404,4,3,6,2,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,404,4,3,6,3,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,404,4,3,11,4,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,404,4,3,11,5,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,404,4,3,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,504,5,4,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,504,5,4,6,2,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,504,5,4,6,3,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,504,5,4,11,4,0,0,na,1,na,na
OH,9/7/2023,68,76,R3,504,5,4,11,5,0,0,na,1,na,na
OH,9/7/2023,68,76,R3,504,5,4,11,6,0,0,na,0,0,na
KY,na,12.8,22,V5,101,1,1,6,1,0,0,na,0,0,na
KY,na,12.8,22,V5,101,1,1,6,2,0,0,na,0,0,na
KY,na,12.8,22,V5,101,1,1,6,3,0,0,na,0,0,na
KY,na,12.8,22,V5,101,1,1,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,101,1,1,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,101,1,1,11,6,0,0,na,0,0,na
KY,na,12.8,22,V5,102,1,2,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,102,1,2,6,2,0,0,na,0,0,na
KY,na,12.8,22,V5,102,1,2,6,3,0,0,na,0,0,na
KY,na,12.8,22,V5,102,1,2,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,102,1,2,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,102,1,2,11,6,0,0,na,0,0,na
KY,na,12.8,22,V5,103,1,4,6,1,0,0,na,0,0,na
KY,na,12.8,22,V5,103,1,4,6,2,0,0,na,0,0,na
KY,na,12.8,22,V5,103,1,4,6,3,0,0,na,0,1,na
KY,na,12.8,22,V5,103,1,4,11,4,1,na,na,na,na,na
KY,na,12.8,22,V5,103,1,4,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,103,1,4,11,6,0,1,na,na,na,na
KY,na,12.8,22,V5,104,1,3,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,104,1,3,6,2,0,1,na,na,na,na
KY,na,12.8,22,V5,104,1,3,6,3,0,1,na,na,na,na
KY,na,12.8,22,V5,104,1,3,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,104,1,3,11,5,0,M,na,na,na,na
KY,na,12.8,22,V5,104,1,3,11,6,0,0,na,0,1,na
KY,na,12.8,22,V5,201,2,4,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,201,2,4,6,2,0,1,na,na,na,na
KY,na,12.8,22,V5,201,2,4,6,3,0,0,na,0,1,na
KY,na,12.8,22,V5,201,2,4,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,201,2,4,11,5,0,1,na,na,na,na
KY,na,12.8,22,V5,201,2,4,11,6,0,0,na,0,1,na
KY,na,12.8,22,V5,202,2,2,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,202,2,2,6,2,0,1,na,na,na,na
KY,na,12.8,22,V5,202,2,2,6,3,0,1,na,na,na,na
KY,na,12.8,22,V5,202,2,2,11,4,0,0,na,na,na,na
KY,na,12.8,22,V5,202,2,2,11,5,0,0,na,na,na,na
KY,na,12.8,22,V5,202,2,2,11,6,0,0,na,0,1,ants
KY,na,12.8,22,V5,203,2,3,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,203,2,3,6,2,0,1,na,na,na,na
KY,na,12.8,22,V5,203,2,3,6,3,0,1,na,na,na,na
KY,na,12.8,22,V5,203,2,3,11,4,0,M,na,na,na,na
KY,na,12.8,22,V5,203,2,3,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,203,2,3,11,6,0,0,na,0,1,ants
KY,na,12.8,22,V5,204,2,1,6,1,0,0,na,0,0,na
KY,na,12.8,22,V5,204,2,1,6,2,0,0,na,0,0,na
KY,na,12.8,22,V5,204,2,1,6,3,0,0,na,0,0,na
KY,na,12.8,22,V5,204,2,1,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,204,2,1,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,204,2,1,11,6,0,0,na,0,0,na
KY,na,12.8,22,V5,301,3,2,6,1,0,0,na,0,0,na
KY,na,12.8,22,V5,301,3,2,6,2,0,0,na,0,0,na
KY,na,12.8,22,V5,301,3,2,6,3,1,na,na,na,na,na
KY,na,12.8,22,V5,301,3,2,11,4,0,0,na,0,1,na
KY,na,12.8,22,V5,301,3,2,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,301,3,2,11,6,1,na,na,na,na,na
KY,na,12.8,22,V5,302,3,3,6,1,0,0,na,0,0,na
KY,na,12.8,22,V5,302,3,3,6,2,0,1,na,na,na,na
KY,na,12.8,22,V5,302,3,3,6,3,0,1,na,na,na,na
KY,na,12.8,22,V5,302,3,3,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,302,3,3,11,5,0,0,na,0,1,na
KY,na,12.8,22,V5,302,3,3,11,6,0,0,na,0,0,na
KY,na,12.8,22,V5,303,3,4,6,1,1,na,na,na,na,na
KY,na,12.8,22,V5,303,3,4,6,2,0,1,na,na,na,na
KY,na,12.8,22,V5,303,3,4,6,3,0,1,na,na,na,na
KY,na,12.8,22,V5,303,3,4,11,4,1,na,na,na,na,na
KY,na,12.8,22,V5,303,3,4,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,303,3,4,11,6,0,0,na,0,1,na
KY,na,12.8,22,V5,304,3,1,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,304,3,1,6,2,0,0,na,0,1,ants
KY,na,12.8,22,V5,304,3,1,6,3,0,0,na,0,1,ants
KY,na,12.8,22,V5,304,3,1,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,304,3,1,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,304,3,1,11,6,0,0,na,0,M,ants
KY,na,12.8,22,V5,401,4,2,6,1,0,0,na,0,0,na
KY,na,12.8,22,V5,401,4,2,6,2,0,M,na,na,na,na
KY,na,12.8,22,V5,401,4,2,6,3,0,0,na,0,0,na
KY,na,12.8,22,V5,401,4,2,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,401,4,2,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,401,4,2,11,6,0,M,na,na,na,na
KY,na,12.8,22,V5,402,4,1,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,402,4,1,6,2,0,0,na,0,0,na
KY,na,12.8,22,V5,402,4,1,6,3,0,0,na,0,0,na
KY,na,12.8,22,V5,402,4,1,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,402,4,1,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,402,4,1,11,6,0,0,na,0,1,ants
KY,na,12.8,22,V5,403,4,3,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,403,4,3,6,2,0,1,na,na,na,na
KY,na,12.8,22,V5,403,4,3,6,3,0,1,na,na,na,na
KY,na,12.8,22,V5,403,4,3,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,403,4,3,11,5,0,0,na,0,1,na
KY,na,12.8,22,V5,403,4,3,11,6,0,1,na,na,na,na
KY,na,12.8,22,V5,404,4,4,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,404,4,4,6,2,0,1,na,na,na,na
KY,na,12.8,22,V5,404,4,4,6,3,0,0,na,0,1,na
KY,na,12.8,22,V5,404,4,4,11,4,0,0,na,0,1,na
KY,na,12.8,22,V5,404,4,4,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,404,4,4,11,6,0,0,na,0,0,na
KY,na,12.8,22,V5,501,5,4,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,501,5,4,6,2,0,1,na,na,na,na
KY,na,12.8,22,V5,501,5,4,6,3,0,1,na,na,na,na
KY,na,12.8,22,V5,501,5,4,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,501,5,4,11,5,0,0,na,0,1,ants
KY,na,12.8,22,V5,501,5,4,11,6,0,0,na,0,0,na
KY,na,12.8,22,V5,502,5,1,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,502,5,1,6,2,0,0,na,0,0,na
KY,na,12.8,22,V5,502,5,1,6,3,0,1,na,na,na,na
KY,na,12.8,22,V5,502,5,1,11,4,0,0,na,0,0,na
KY,na,12.8,22,V5,502,5,1,11,5,0,0,na,0,0,na
KY,na,12.8,22,V5,502,5,1,11,6,0,0,na,0,0,na
KY,na,12.8,22,V5,503,5,2,6,1,0,0,na,0,0,na
KY,na,12.8,22,V5,503,5,2,6,2,0,0,na,0,M,ants
KY,na,12.8,22,V5,503,5,2,6,3,1,na,na,na,na,na
KY,na,12.8,22,V5,503,5,2,11,4,0,0,na,0,1,na
KY,na,12.8,22,V5,503,5,2,11,5,0,0,na,1,na,na
KY,na,12.8,22,V5,503,5,2,11,6,0,0,na,0,0,na
KY,na,12.8,22,V5,504,5,3,6,1,0,1,na,na,na,na
KY,na,12.8,22,V5,504,5,3,6,2,0,1,na,na,na,na
KY,na,12.8,22,V5,504,5,3,6,3,0,0,na,0,M,na
KY,na,12.8,22,V5,504,5,3,11,4,1,na,na,na,na,na
KY,na,12.8,22,V5,504,5,3,11,5,0,0,na,0,M,na
KY,na,12.8,22,V5,504,5,3,11,6,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,101,1,1,6,1,0,0,na,0,M,na
KY,5/25/2023,12.8,21.1,V3,101,1,1,6,2,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,101,1,1,6,3,0,M,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,101,1,1,11,4,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,101,1,1,11,5,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,101,1,1,11,6,0,1,ant,na,na,na
KY,5/25/2023,12.8,21.1,V3,102,1,2,6,1,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,102,1,2,6,2,1,na,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,102,1,2,6,3,0,0,na,0,M,na
KY,5/25/2023,12.8,21.1,V3,102,1,2,11,4,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,102,1,2,11,5,0,0,ant,1,na,na
KY,5/25/2023,12.8,21.1,V3,102,1,2,11,6,0,1,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,103,1,4,6,1,0,0,na,0,1,na
KY,5/25/2023,12.8,21.1,V3,103,1,4,6,2,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,103,1,4,6,3,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,103,1,4,11,4,0,1,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,103,1,4,11,5,0,0,na,0,1,na
KY,5/25/2023,12.8,21.1,V3,103,1,4,11,6,0,0,na,1,na,ants
KY,5/25/2023,12.8,21.1,V3,104,1,3,6,1,0,1,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,104,1,3,6,2,0,M,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,104,1,3,6,3,0,M,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,104,1,3,11,4,0,M,ants,na,na,na
KY,5/25/2023,12.8,21.1,V3,104,1,3,11,5,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,104,1,3,11,6,0,0,na,0,1,na
KY,5/25/2023,12.8,21.1,V3,201,2,4,6,1,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,201,2,4,6,2,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,201,2,4,6,3,1,na,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,201,2,4,11,4,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,201,2,4,11,5,0,0,ants,0,1,ants
KY,5/25/2023,12.8,21.1,V3,201,2,4,11,6,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,202,2,2,6,1,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,202,2,2,6,2,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,202,2,2,6,3,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,202,2,2,11,4,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,202,2,2,11,5,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,202,2,2,11,6,0,0,na,0,M,na
KY,5/25/2023,12.8,21.1,V3,203,2,3,6,1,0,0,na,0,1,na
KY,5/25/2023,12.8,21.1,V3,203,2,3,6,2,0,0,na,0,M,na
KY,5/25/2023,12.8,21.1,V3,203,2,3,6,3,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,203,2,3,11,4,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,203,2,3,11,5,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,203,2,3,11,6,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,204,2,1,6,1,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,204,2,1,6,2,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,204,2,1,6,3,0,1,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,204,2,1,11,4,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,204,2,1,11,5,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,204,2,1,11,6,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,301,3,2,6,1,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,301,3,2,6,2,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,301,3,2,6,3,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,301,3,2,11,4,0,1,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,301,3,2,11,5,1,na,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,301,3,2,11,6,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,302,3,3,6,1,0,1,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,302,3,3,6,2,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,302,3,3,6,3,0,0,na,1,na,na
KY,5/25/2023,12.8,21.1,V3,302,3,3,11,4,0,0,na,1,na,na
KY,5/25/2023,12.8,21.1,V3,302,3,3,11,5,1,na,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,302,3,3,11,6,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,303,3,4,6,1,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,303,3,4,6,2,0,0,na,0,1,na
KY,5/25/2023,12.8,21.1,V3,303,3,4,6,3,1,na,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,303,3,4,11,4,0,0,na,0,0,na
KY,5/25/2023,12.8,21.1,V3,303,3,4,11,5,0,0,na,0,1,ants
KY,5/25/2023,12.8,21.1,V3,303,3,4,11,6,0,M,na,na,na,na
KY,5/25/2023,12.8,21.1,V3,304,3,1,6,1,0,0,na,0,M,na
KY,5/25/2023,12.8,21.1,V3,304,3,1,6,2,0,0,na,0,0,na
